,book_title,book_recommendation_urls
5218,Great Taxicab Robbery,"['https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/declaration-of-rights-by-the-stamp-act-congress-of-1765/', 'https://librivox.org/danse-russe-by-william-carlos-williams/', 'https://librivox.org/lincoln-at-cooper-union-by-abraham-lincoln/']"
5219,Beowulf (Hall translation),"['https://librivox.org/a-personal-anthology-of-shakespeare-compiled-by-martin-clifton/', 'https://librivox.org/old-christmas-by-washington-irving/', 'https://librivox.org/pride-and-prejudice-by-jane-austen/', 'https://librivox.org/the-man-who-knew-too-much-by-g-k-chesterton/', 'https://librivox.org/the-rocket-book-by-peter-newell/']"
5220,Theodore Winthrop: A Civil War Narrative Aborted by Death,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/the-eclogues-by-publius-vergilius-maro/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/']"
5221,Adventures of Chatterer the Red Squirrel (version 3),"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/lord-jim-by-joseph-conrad', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/beowulf/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/']"
5222,"World's Best Poetry, Volume 2: Love (Part 1)","['https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/the-congo-by-vachel-lindsay/', 'https://librivox.org/chamber-music-by-james-joyce/', 'https://librivox.org/the-harvester-by-gene-stratton-porter/', 'https://librivox.org/from-the-temple-by-george-herbert/']"
5223,Uncanny Tales,['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/']
5224,Imaginotions - Truthless Tales,"['https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-canterbury-tales-by-geoffrey-chaucer/']"
5225,Catherine De' Medici,"['https://librivox.org/famous-sea-fights-by-john-r-hale/', 'https://librivox.org/king-arthurs-knights-by-henry-gilbert/', 'https://librivox.org/bertram-copes-year-by-henry-blake-fuller/', 'https://librivox.org/the-naval-war-of-1812-by-theodore-roosevelt/', 'https://librivox.org/gobseck-by-honore-de-balzac/']"
5226,Oscar Wilde: A Study,"['https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/buccaneers-and-the-pirates-of-our-coast/', 'https://librivox.org/king-lear-by-william-shakespeare/']"
5227,Master Builder (Gosse & Archer Translation),"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
5228,Grey Lady,"['https://librivox.org/the-pearl-of-orrs-island-by-harriet-beecher-stowe/', 'https://librivox.org/the-comedy-of-errors-version-2-by-william-shakespeare/', 'https://librivox.org/that-lass-o-lowries-by-frances-hodgson-burnett/', 'https://librivox.org/tish-by-mary-roberts-rinehart/', 'https://librivox.org/the-king-of-alsander-dramatic-reading-by-james-elroy-flecker/']"
5229,Christmas Miscellany,"['https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/short-story-collection-001/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/king-lear-by-william-shakespeare/']"
5230,Death Ship,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
5231,Chicago Princess,"['https://librivox.org/that-mainwaring-affair-by-a-maynard-barbour/', 'https://librivox.org/the-complete-book-of-cheese-by-bob-brown/', 'https://librivox.org/nobodys-boy-by-hector-malot/', 'https://librivox.org/for-treasure-bound-by-harry-collingwood/', 'https://librivox.org/the-ashiel-mystery-a-detective-story-by-mrs-charles-bryce/']"
5232,At Sunrise,"['https://librivox.org/pride-and-prejudice-by-jane-austen/', 'https://librivox.org/vanity-fair-by-william-makepeace-thackeray/', 'https://librivox.org/paradise-lost-by-john-milton/', 'https://librivox.org/gullivers-travels-by-jonathan-swift/', 'https://librivox.org/pride-and-prejudice-v-4-by-jane-austen/']"
5233,Ventures into Verse,"['https://librivox.org/the-sermon-on-the-mount-selections-from-the-king-james-bible/', 'https://librivox.org/the-pickwick-papers-by-charles-dickens/', 'https://librivox.org/summer-by-edith-wharton/', 'https://librivox.org/anyhow-stories-moral-and-otherwise-by-lucy-lane-clifford/', 'https://librivox.org/the-second-epistle-of-john/', 'https://librivox.org/summer-by-christina-rossetti/']"
5234,Ship of Earth,"['https://librivox.org/the-shirley-letters-from-california-mines-by-louise-amelia-clappe/', 'https://librivox.org/the-pretty-lady-by-arnold-bennett/', 'https://librivox.org/my-springs-by-sidney-lanier/', 'https://librivox.org/the-reason-why-by-robert-kemp-philp/', 'https://librivox.org/private-sex-advice-to-women-by-r-b-armitage/']"
5235,Night Club,"['https://librivox.org/typee-by-herman-melville/', 'https://librivox.org/selected-poems-by-robert-frost/', 'https://librivox.org/the-club-of-queer-trades-by-g-k-chesterton/', 'https://librivox.org/a-damsel-in-distress-by-p-g-wodehouse/', 'https://librivox.org/the-memoirs-of-colonel-john-s-mosby-by-john-s-mosby/']"
5236,Rainbow Gold: Poems Old and New Selected for Boys and Girls,"['https://librivox.org/one-hundred-verses-from-old-japan-by-teika-porter/', 'https://librivox.org/spoon-river-anthology-by-edgar-lee-masters/', 'https://librivox.org/chamber-music-by-james-joyce/', 'https://librivox.org/the-complete-public-domain-poems-of-wallace-stevens-volume-1-of-2/', 'https://librivox.org/may-day-by-sara-teasdale/']"
5237,Cynthia Wakeham's Money,"['https://librivox.org/sense-and-sensibility-by-jane-austen/', 'https://librivox.org/the-age-of-innocence-by-edith-wharton/', 'https://librivox.org/master-and-man-by-leo-tolstoy/', 'https://librivox.org/the-house-of-a-thousand-candles-by-meredith-nicholson/', 'https://librivox.org/canadas-one-hundred-days-part-on-by-john-livesay/']"
5238,It Is Never Too Late to Mend,"['https://librivox.org/one-hundred-verses-from-old-japan-by-teika-porter/', 'https://librivox.org/the-picture-of-dorian-gray-by-oscar-wilde/', 'https://librivox.org/jude-the-obscure-by-thomas-hardy/', 'https://librivox.org/the-harvester-by-gene-stratton-porter/', 'https://librivox.org/stepping-heavenward-by-e-prentiss/']"
5239,October - A Sonnet,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/']"
5240,Narrative of Sojourner Truth (version 2),"['https://librivox.org/ranald-bannermans-boyhood-by-george-macdonald/', 'https://librivox.org/the-last-of-the-mohicans-by-james-fenimore-cooper/', 'https://librivox.org/my-man-jeeves-by-p-g-wodehouse/', 'https://librivox.org/declaration-of-rights-by-the-stamp-act-congress-of-1765/', 'https://librivox.org/danse-russe-by-william-carlos-williams/']"
5241,Jenny,"['https://librivox.org/o-pioneers-by-willa-cather/', 'https://librivox.org/the-home-and-the-world-by-rabindranath-tagore/', 'https://librivox.org/the-mill-on-the-floss-by-george-eliot/', 'https://librivox.org/national-gambling-impact-study-commission-final-report/', 'https://librivox.org/hypatia-by-charles-kingsley/']"
5242,Boston Blackie: Stories Around the Opium Lamp,"['https://librivox.org/chapters-from-my-authobiography-by-mark-twain/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/absolute-surrender-by-andrew-murray/']"
5243,Anting-Anting Stories And Other Strange Tales of the Filipinos,"['https://librivox.org/alices-adventures-in-wonderland-by-lewis-carroll-3/', 'https://librivox.org/buttered-side-down-by-edna-ferber/', 'https://librivox.org/the-story-of-gosta-berling-by-selma-lagerlof/', 'https://librivox.org/the-favor-of-kings-by-mary-hastings-bradley/', 'https://librivox.org/maezli-by-johanna-spyri/']"
5244,"Birds and All Nature, Vol. VII, No 1, January 1900","['https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/', 'https://librivox.org/return-of-the-native-by-thomas-hardy/', 'https://librivox.org/the-circular-staircase-by-mary-roberts-rinehart/', 'https://librivox.org/beasts-and-super-beasts-by-saki/', 'https://librivox.org/the-devils-pool-by-george-sand/']"
5245,Guides to Belle Vue Zoological Gardens 1891-1917,"['https://librivox.org/1-kings-by-king-james-version/', 'https://librivox.org/plain-tales-from-the-hills-by-rudyard-kipling/', 'https://librivox.org/lady-molly-of-scotland-yard-by-baroness-orczy/', 'https://librivox.org/killgloom-park-by-neil-boyton-s-j/', 'https://librivox.org/the-story-of-peterloo-by-francis-archibald-bruton/']"
5246,Practice of Prayer,"['https://librivox.org/the-school-of-obedience-by-andrew-murray/', 'https://librivox.org/wherein-by-g-campbell-morgan/', 'https://librivox.org/the-trial-of-callista-blake-by-edgar-pangborn/', 'https://librivox.org/a-first-century-message-to-twentieth-century-christians-by-g-campbell-morgan/', 'https://librivox.org/the-melting-pot-by-israel-zangwill/']"
5247,"Reign of Queen Anne, Volume II","['https://librivox.org/history-of-england-volume-1-chapter-5/', 'https://librivox.org/the-gods-of-mars-by-edgar-rice-burroughs/', 'https://librivox.org/the-sermon-on-the-mount-selections-from-the-king-james-bible/', 'https://librivox.org/history-of-england-volume-1-chapter-2/', 'https://librivox.org/history-of-england-volume-1-chapter-3/']"
5248,Selected Poems,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/']"
5249,If I May,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
5250,Star Stories for Little Folks,"['https://librivox.org/daddy-long-legs-by-jean-webster/', 'https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/the-emerald-city-of-oz-by-l-frank-baum/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/the-velveteen-rabbit-by-margery-williams/']"
5251,Black Oxen,"['https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/', 'https://librivox.org/the-gods-of-mars-by-edgar-rice-burroughs/', 'https://librivox.org/invisible-man-by-h-g-wells/', 'https://librivox.org/the-war-of-the-worlds-by-h-g-wells-group/', 'https://librivox.org/the-warlord-of-mars-by-edgar-rice-burroughs/']"
5252,Adventures of Gil Blas de Santillane,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
5253,Don't Marry,"['https://librivox.org/the-quintessence-of-ibsenism-by-george-bernard-shaw-2/', 'https://librivox.org/kept-in-the-dark-by-anthony-trollope/', 'https://librivox.org/the-fixed-period-by-anthony-trollope/', 'https://librivox.org/zauberlinda-the-wise-witch-by-eva-katherine-gibson/', 'https://librivox.org/desperate-remedies-by-thomas-hardy/']"
5254,Brood of the Witch Queen,"['https://librivox.org/ghost-stories-of-an-antiquary-by-m-r-james/', 'https://librivox.org/the-moonstone-by-wilkie-collins/', 'https://librivox.org/king-henry-iv-by-william-shakespeare/', 'https://librivox.org/daniel-deronda-by-george-eliot/', 'https://librivox.org/the-sorrows-of-young-werther-by-johann-wolfgang-von-goethe/']"
5255,"Short Nonfiction Collection, Vol. 047","['https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/anne-of-green-gables-by-lucy-maud-montgomery/', 'https://librivox.org/spirits-in-bondage-by-cs-lewis/', 'https://librivox.org/short-poetry-collection-001/', 'https://librivox.org/short-poetry-collection-002/']"
5256,Lady Sybil's Choice,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
5257,Preferred Risk,"['https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/the-adventures-of-sherlock-holmes/', 'https://librivox.org/the-riot-act-by-british-parliament/', 'https://librivox.org/the-turn-of-the-screw-by-henry-james/']"
5258,Sheriff Larrabee's Prisoner,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/king-lear-by-william-shakespeare/']"
5259,Arsène Lupin versus Herlock Sholmes,"['https://librivox.org/the-swiss-family-robinson-by-johann-david-wyss/', 'https://librivox.org/the-warden-by-anthony-trollope/', 'https://librivox.org/four-max-carrados-detective-stories-by-ernest-bramah/', 'https://librivox.org/the-prisoner-of-zenda-by-anthony-hope/', 'https://librivox.org/barchester-towers-by-anthony-trollope/']"
5260,Tale of Buster Bumblebee (version 2),"['https://librivox.org/poems-every-child-should-know-edited-by-mary-e-burt/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
5261,"Little Men (Version 3, Dramatic Reading)","['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/']"
5262,Christmas Carol (Version 09),"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/love-conquers-all-by-robert-benchley/', 'https://librivox.org/the-gerrard-street-mystery-and-other-weird-tales-by-john-charles-dent/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/']"
5263,Twilight Hour,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/']"
5264,To The Fighting Weak,"['https://librivox.org/selected-early-poems-of-william-carlos-williams-0903/', 'https://librivox.org/the-oresteia-by-aeschylus/', 'https://librivox.org/romeo-and-juliet-version-2-by-william-shakespeare/', 'https://librivox.org/pygmalion-by-george-bernard-shaw/', 'https://librivox.org/ozma-of-oz-dramatic-reading-by-l-frank-baum/']"
5265,"Sikh Religion: Its Gurus, Sacred Writings and Authors, Volume 4","['https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-railway-bridge-of-the-silvery-tay-by-william-mcgonagall/', 'https://librivox.org/ulysses-by-james-joyce/', 'https://librivox.org/the-life-of-samuel-johnson-vol-1-by-james-boswell/', 'https://librivox.org/le-morte-darthur-volume-1-by-sir-thomas-malory/']"
5266,Friendship,"['https://librivox.org/raggedy-ann-stories-by-john-b-gruelle', 'https://librivox.org/the-ball-and-the-cross-by-g-k-chesterton/', 'https://librivox.org/the-interior-castle-by-st-teresa-of-avila/', 'https://librivox.org/the-soul-of-man-by-oscar-wilde/', 'https://librivox.org/the-reconciliation-of-races-and-religions-by-thomas-kelly-cheyne/']"
5267,Woman in White - version 2,"['https://librivox.org/jane-eyre-by-charlotte-bront/', 'https://librivox.org/death-be-not-proud-by-john-donne/', 'https://librivox.org/the-spinster-book-by-myrtle-reed/', 'https://librivox.org/the-woman-in-white-by-wilkie-collins/', 'https://librivox.org/the-time-machine-by-hg-wells/']"
5268,That Unfortunate Marriage,"['https://librivox.org/the-old-curiosity-shop-by-charles-dickens/', 'https://librivox.org/seven-wives-and-seven-prisons-by-la-abbott/', 'https://librivox.org/key-out-of-time-by-andre-norton/', 'https://librivox.org/mr-hogarths-will-by-catherine-helen-spence/', 'https://librivox.org/a-little-servant/']"
5269,Prison Memoirs of an Anarchist,"['https://librivox.org/pamela-by-samuel-richardson/', 'https://librivox.org/greylorn-by-keith-laumer/', 'https://librivox.org/de-profundis-by-oscar-wilde/', 'https://librivox.org/anarchism-and-other-essays-by-emma-goldman/', 'https://librivox.org/selected-essays-by-voltairine-de-cleyre/']"
5270,After Dark,"['https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/ecclesiastes-asv-book-21-of-the-holy-scriptures/', 'https://librivox.org/reginald-by-saki/', 'https://librivox.org/the-little-lame-prince-by-miss-mulock/']"
5271,'Tilda Jane,"['https://librivox.org/silas-marner-by-george-eliot/', 'https://librivox.org/three-great-virtues-three-essays-by-emerson-by-ralph-waldo-emerson/', 'https://librivox.org/mary-barton-by-elizabeth-cleghorn-gaskell/', 'https://librivox.org/the-country-beyond-by-james-oliver-curwood/', 'https://librivox.org/the-path-of-prosperity-by-james-allen/']"
5272,Most Extraordinary Trial of William Palmer,"['https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/selection-from-many-voices-by-e-nesbit/', 'https://librivox.org/more-william-by-richmal-crompton/', 'https://librivox.org/an-old-fashioned-girl-by-lousia-may-alcott/']"
5273,State of the Union Addresses by United States Presidents (1837 - 1844),"['https://librivox.org/the-flag-goes-by-by-henry-holcomb-bennett/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/the-romance-of-rubber-by-the-united-states-rubber-company/', 'https://librivox.org/us-historical-documents/']"
5274,"Caged Eagle, and Other Poems","['https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/from-october-to-brest-litovsk-by-leon-d-trotsky/']"
5275,Never: A Handbook For The Uninitiated And Inexperienced Aspirants To Refined Society's Giddy Heights And Glittering Attainments,"['https://librivox.org/history-of-holland/', 'https://librivox.org/song-my-paddle-sings-by-e-pauline-johnson/', 'https://librivox.org/the-backwoods-of-canada/', 'https://librivox.org/seven-wives-and-seven-prisons-by-la-abbott/', 'https://librivox.org/chronicles-of-canada-volume-8-the-great-fortress-a-chronicle-of-louisbourg-1720-1760/']"
5276,Child of the Moat,"['https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-getting-of-wisdom-by-henry-handel-richardson/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
5277,"Heimskringla: The Stories of the Kings of Norway, Called The Round World","['https://librivox.org/discourse-on-the-method-by-rene-descartes/', 'https://librivox.org/the-parenticide-club-by-ambrose-bierce/', 'https://librivox.org/the-prince-and-the-pauper-by-mark-twain/', 'https://librivox.org/fairy-tales-by-the-brothers-grimm/', 'https://librivox.org/king-in-yellow-by-robert-w-chambers/']"
5278,Practical Talks by an Astronomer,"['https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-merry-adventures-of-robin-hood-by-howard-pyle/']"
5279,Notes of a Camp Follower on the Western Front,"['https://librivox.org/letters-of-two-brides-by-honore-de-balzac/', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/the-consolation-of-philosophy-by-boethius/']"
5280,In The Trenches,"['https://librivox.org/the-book-of-tea-by-okakura-kakuzo/', 'https://librivox.org/the-devils-pool-by-george-sand/', 'https://librivox.org/ophelia-by-walter-de-la-mare/', 'https://librivox.org/the-gospel-according-to-saint-john-asv-ss/', 'https://librivox.org/jos-boys-by-louisa-may-alcott/']"
5281,Young Readers Science Fiction Stories,"['https://librivox.org/the-canterville-ghost-by-oscar-wilde/', 'https://librivox.org/china-and-the-chinese-by-herbert-allen-giles/', 'https://librivox.org/on-liberty-by-john-stuart-mill/', 'https://librivox.org/the-strange-case-of-dr-jekyll-mr-hyde-by-robert-louis-stevenson/', 'https://librivox.org/the-green-odyssey-by-philip-jose-farmer/']"
5282,Flower of Youth: Poems in War Time,"['https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/', 'https://librivox.org/songs-of-innocence-and-experience-by-william-blake/', 'https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/embankment-at-night-before-the-war-outcasts-by-d-h-lawrence/', 'https://librivox.org/from-october-to-brest-litovsk-by-leon-d-trotsky/']"
5283,Budget of Christmas Tales,"['https://librivox.org/mother-goose-in-prose-by-l-frank-baum/', 'https://librivox.org/mrs-caudles-curtain-lectures-by-douglas-william-jerrold/', 'https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/']"
5284,Christmas Tales and Christmas Verse,"['https://librivox.org/the-junior-classics-vol-1-by-william-patten/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/sunshine-sketches-of-a-little-town-by-stephen-leacock/', 'https://librivox.org/little-wizard-stories-of-oz-by-l-frank-baum/', 'https://librivox.org/reginald-by-saki/']"
5285,Border Legion,"['https://librivox.org/bleak-house-by-charles-dickens/', 'https://librivox.org/this-side-of-paradise-by-f-scott-fitzgerald', 'https://librivox.org/the-odyssey-by-homer/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/uncle-toms-cabin-by-harriet-beecher-stowe/']"
5286,"Birds and All Nature, Vol. VII, No 2, February 1900","['https://librivox.org/a-journey-to-the-interior-of-the-earth-by-jules-verne/', 'https://librivox.org/return-of-the-native-by-thomas-hardy/', 'https://librivox.org/the-circular-staircase-by-mary-roberts-rinehart/', 'https://librivox.org/beasts-and-super-beasts-by-saki/', 'https://librivox.org/the-devils-pool-by-george-sand/']"
5287,Behind the Arras: A Book of the Unseen,"['https://librivox.org/chamber-music-by-james-joyce/', 'https://librivox.org/nobodys-boy-by-hector-malot/', 'https://librivox.org/the-lays-of-ancient-rome-by-thomas-babington-macaulay/', 'https://librivox.org/translations-imitations-of-german-ballads-by-sir-walter-scott/', 'https://librivox.org/song-of-the-kicking-horse-by-bliss-carman/']"
5288,Minister's Wooing,"['https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/', 'https://librivox.org/jane-eyre-by-charlotte-bront/', 'https://librivox.org/northanger-abbey-by-jane-austen/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/', 'https://librivox.org/pride-and-prejudice-by-jane-austen-solo-project/']"
5289,England Since Waterloo,"['https://librivox.org/the-emerald-city-of-oz-by-l-frank-baum/', 'https://librivox.org/the-card-by-arnold-bennett/', 'https://librivox.org/the-warden-by-anthony-trollope/', 'https://librivox.org/typee-by-herman-melville/', 'https://librivox.org/thus-spake-zarathustra-by-friedrich-nietzsche/']"
5290,"Unmasked, or the Science of Immorality. To Gentlemen","['https://librivox.org/barbara-frietchie-by-john-greenleaf-whittier/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-gettysburg-address-by-abraham-lincoln-version-2/', 'https://librivox.org/us-historical-documents/', 'https://librivox.org/the-congo-by-vachel-lindsay/']"
5291,"Little Busybodies: The Life of Crickets, Ants, Bees, and Others","['https://librivox.org/black-beauty-by-anna-sewell/', 'https://librivox.org/crome-yellow-by-aldous-huxley/', 'https://librivox.org/our-island-story-part-1-by-he-marshall/', 'https://librivox.org/our-island-story-part-2-by-he-marshall/', 'https://librivox.org/sara-crewe-by-frances-hodgson-burnett/']"
5292,Haunted Woman,"['https://librivox.org/the-wind-in-the-willows-by-kenneth-grahame/', 'https://librivox.org/lilith-by-george-macdonald/', 'https://librivox.org/soup-of-alphabets-volume-003/', 'https://librivox.org/library-of-the-worlds-best-mystery-and-detective-stories-volume-4-by-julian-hawthorne-editor/', 'https://librivox.org/historical-tales-vol-iv-english-by-charles-morris/']"
5293,Smoke,"['https://librivox.org/the-importance-of-being-earnest-by-oscar-wilde/', 'https://librivox.org/a-girl-of-the-limberlost-by-gene-stratton-porter/', 'https://librivox.org/a-ballad-of-john-silver-by-john-masefield/', 'https://librivox.org/anne-of-avonlea-by-lucy-maud-montgomery/', 'https://librivox.org/black-beauty-by-anna-sewell/']"
5294,"History of the Reformation in the Sixteenth Century, Volume 1","['https://librivox.org/penguin-island-by-anatole-france/', 'https://librivox.org/the-adventures-of-huckleberry-finn-by-mark-twain/', 'https://librivox.org/the-divine-comedy-by-dante-alighieri/', 'https://librivox.org/unbeaten-tracks-in-japan-by-isabella-l-bird/', 'https://librivox.org/a-vindication-of-the-rights-of-woman-by-mary-wollstonecraft/']"
5295,"Celebrated Crimes, Vol. 3: Mary Stuart (version 2)","['https://librivox.org/the-three-musketeers-by-alexandre-dumas/', 'https://librivox.org/rilla-of-ingleside-by-lucy-maud-montgomery/', 'https://librivox.org/uncle-remus-by-joel-chandler-harris/', 'https://librivox.org/the-jesuit-missions-a-chronicle-of-the-cross-in-the-wilderness/', 'https://librivox.org/captain-blood-by-rafael-sabatini']"
